序号	类型	标题	第一作者	来源	日期	链接	来源链接	所有作者	摘要	关键词	DOI	导师
10	期刊	高效Winograd卷积硬件设计及其量化方案	严峥	集成电路与嵌入式系统	2025-07-18	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibLPZcaTvWV_Mca7T0TcWmLo_8Ppd0PUFCEmPT87EI-STnfygIZ689W60iCbbsQx1KMQid5WKsoIW8HkQUVvhl3pY-QY6EMtIRaDwCwQu1zFMpOYpVQ0xkmAWDs-GPA9L_q2kHbJ6JwBvOu2czc4tV-p4PIdbZFVD1bGa2tgly2FTA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTrPKKFbHdEOY70g1oTRlgpQjXE3_7yJd1tnMQKJN7tkQ2El3V2t8P3auC282OKrS14KBXFFSRIwy7vGRfvgCs-TErked--ksI=&uniplatform=NZKPT	严峥、张宸硕、白一川、杜源、杜力	卷积是CNN网络中最常见的运算，卷积中的乘累加运算功耗较高，限制了许多CNN硬件加速器的性能，减少卷积的乘法次数是提高CNN加速器性能的有效途径之一。作为一种快速卷积算法，Winograd算法可以减少卷积中高达75%的乘法。然而，Winograd卷积中的权重分布显著不同，导致为了保持相似的精度需要更长的量化位宽，从而抵消了因减少乘法次数带来的硬件优化效果。针对这一问题进行定量分析，提出了一种新的Winograd卷积量化方案，实现了小于1%的精度损失。为了进一步降低硬件成本，将近似乘法器应用于Winograd卷积。与传统卷积计算块相比，Winograd计算块节省了27.3%的面积，近似乘法器在Winograd计算块中应用节省了39.6%的面积，且性能损失不明显。	卷积神经网络;Winograd算法;模型量化;近似乘法器;硬件加速器;	10.20193/j.ices2097-4191.2025.0042	
11	期刊	用于无人机遥感图像的高精度实时语义分割网络	魏新雨	浙江大学学报(工学版)	2025-07-18	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibKbX2SV8kXH1uSWHNWSw662qqGFX2WzBAB7nK4YSSKEIKos9UxTmaOD4neGaxLAz7gFQSJ6lVkCujn4p6_DtlC-3djM1MEzZB7s0-Kyp44XrAyg0V-iVmMANAZ_UCXxh6Pn7xIlDcv7Pz5ifHnIIfvA-5Lr9ZDYL0GNlCCBn5ScjQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yQyF_HWQNswKrDSvSb6WFabSVeSV9s0ucqq1tqS7KDsSjBtsfsLCptqU-ehHJpgBsI13hv7xMhOZgiFI7w8bOnzLnDFyWYbp7w=&uniplatform=NZKPT	魏新雨、饶蕾、范光宇、陈年生、程松林、杨定裕	用于无人机图像的语义分割模型存在推理效率低和分割效果差的问题，为此提出共享浅层特征网络（SSFNet）.细节分支共享语义分支下采样时的1/4和1/8阶段，简化细节分支的下采样阶段，提高推理效率.在语义分支部分，提出基于通道分解和堆叠连接的高效感受野模块（ERFB），在几乎不增加推理成本的情况下提高多尺度特征的提取能力.为了整合语义分支中的上下文信息，提出快速聚合上下文（FAC）模块，利用门控机制控制下采样时的1/16和1/32阶段为最终阶段的语义补充信息.在解码阶段，利用混合激活函数构建双边融合模块（BFM）以充分融合细节和语义信息.结果表明，SSFNet在UAVid、LoveDA和Potsdam数据集上的平均交并比分别为68.5%、52.7%和87.1%；在NVIDIA RTX 3090 GPU输入分辨率为1 024×1 024的情况下，SSFNet的推理速度达到131.1帧/s，实时分割效果良好.	实时语义分割;无人机图像;遥感图像;卷积神经网络;多尺度特征;		
12	期刊	基于分组交叉门控机制图卷积神经网络的源荷超短期功率联合预测方法	赵婉冰	高电压技术	2025-07-18	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibKbX2SV8kXH1uSWHNWSw662qqGFX2WzBABAZMeLE_r41ENgAZfianjBLsvbTjGn6ll4249gsjNpPFXJ8gkqAwn25HC3xZT_473w1JpCeYzAtpFcXGVR1Z4NNPDljUIcWwOHPRY_FNSMf_jTTY_388vyxjDbdzz2MmwWj_eXruuXAw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yQyF_HWQNswKrDSvSb6WFabSVeSV9s0ucqq1tqS7KDsSjBtsfsLCptqmOBhLe-b-rku13MtxvFmcmeA8EwzSaxlg0V4BDcnksM=&uniplatform=NZKPT	赵婉冰、杨强、陈源奕	多场站多类型源荷功率联合预测场景中，传统的时间序列预测模型难以高效提取多类型源荷的时空相关特征和内在隐含联系，导致功率预测精度不足。针对该问题，本文提出一种融合改进图卷积神经网络和分组交叉门控机制的源荷超短期功率联合预测方法。首先，构建了基于改进型时空图卷积神经网络的源荷超短期功率联合预测模型，可充分提取源侧(风电、光伏)与荷侧(电负荷、热负荷)功率的时空关联特征。进而，设计了一种分组交叉门控机制并集成到改进的图卷积网络中，可使不同类型源荷信息得以交叉调制，有效利用了源荷之间的内在隐含联系，从而显著提升了多场站多类型源荷超短期功率联合预测的精度。最后，基于我国北部某地区的风光电源和电热负荷数据进行了对比实验，结果验证了所提出方法的有效性和优越性。	超短期功率预测;功率联合预测;图卷积网络;分组交叉门控机制;时空相关性;	10.13336/j.1003-6520.hve.20250444	
13	期刊	基于梯度耦合自编码器与全连接网络的桥梁传感器数据重构与结构损伤识别(英文)	段元锋	Journal of Southeast University(English Edition)	2025-07-17	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibKbX2SV8kXH1uSWHNWSw662qqGFX2WzBADHZM7GoZ0zhO4tjvp6iXKbnLus06-yG7BB2z1JMP84n0k2RUJ1GG1Sn50dqydfEoJOCbucYBBcog7SRCWrDqmuSGEUoeTHmemXSmSsxB68oIk-4g4W9yOtzxjfgfBfFXgy85VW1rv1KQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yQyF_HWQNswKrDSvSb6WFabSVeSV9s0ucqq1tqS7KDsSjBtsfsLCptqnX1nr3w-ZDLtAWYJy4BXfNyckYAA-7iwSZhFWBJT0IA=&uniplatform=NZKPT	段元锋、丁芃尧、段政腾、郑荣俊	为了提升桥梁传感器数据压缩编码的效率与任务适配性，提出了一种双任务并行机器学习框架。该框架由一个卷积自编码器（CAE）和一个全连接神经网络（FCNN）组成，利用梯度耦合机制（GCM）实现高效并行的数据压缩重构与损伤识别。该框架在一座三跨连续梁桥缩尺模型上进行了实验验证。实验结果表明，在传感器网络40%节点缺失的情况下，模型仍能取得R2为0.916，NRMSE为0.0288的全传感器网络重构效果；在SNR为12dB的高噪声水平影响下，模型仍取得R2为0.910，NRMSE为0.0253的重构效果；在结构损伤空间定位与损伤程度识别的46个工况中，模型均取得了99.9%以上的识别精度。并且模型训练时长与训练迭代次数相较于传统两阶段机器学习框架降幅分别达54.4%和45.5%。	结构健康监测;机器学习;数据压缩;损伤识别;卷积神经网络;全连接神经网络;梯度耦合机制;		
14	期刊	基于LSTM-DCNN和迁移学习的矿山地下开采地表沉降预测方法	张东炜	矿业研究与开发	2025-07-16	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibIXRgxW0nJrgtG6uHtZY1o5gxBmtQuisSruorEJBUIUAMU_HSYbUfdiaN0GObxN7DDzZCshJEKY0DXKL62UdFQa3Dyu-yJ93YuC6Prf6S8QF1ZvMiQJfz_yTMEqkuDbWMusROSbdcin_Q2jQ6VArmF6MZ3lbxY0a4Oq1pvAfVtj9A==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yQzRA74G55KoQUgL8WPVQ2J7i_CNPdRFPW5MhCF8lNT2j5YtoGVb6KeSKFT9x8MruinvEr7G0LLeqhOg2ChJ5bX-wZN6t1-27A=&uniplatform=NZKPT	张东炜、张艺山、焦诗卉、赵永、邓文学、薛斌、文鑫	地下矿体开采过程中,采空区坍塌会破坏岩层的应力平衡,进而引发地质灾害并危及地表设施。为在矿山未开采阶段缺乏实际监测数据的情况下提高矿山地表沉降预测的精度,保障人员安全和矿区生产,提出了一种结合神经网络和迁移学习的矿山地下开采地表沉降预测方法,融合长短时记忆神经网络准确提取时间序列特征以及深度卷积神经网络提取数据的局部特征的优点,提高预测模型的准确性。根据中干沟钒钛磁铁矿的开采设计,利用预测模型开展不同开采进度下地表沉降预测。结果表明,随着出矿量的增加,各分段的均方误差均小于0.4,所提出的模型在不同开采进度下的地表沉降预测中表现出较高的准确性。该方法能够为类似矿山的地表沉降预测和安全监测提供参考。	地下矿山;长短时记忆神经网络;深度卷积神经网络;迁移学习;地表沉降预测;	10.13827/j.cnki.kyyk.20250716.001	
15	期刊	基于CNN-LSTM-Transformer网格的分布式光纤振动传感事件识别方法（英文）	李筠	Wuhan University Journal of Natural Sciences	2025-07-16	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibIXRgxW0nJrgtG6uHtZY1o5gxBmtQuisSodZlrCguDRCysb3jW2QNnRnTscjMHy4_TJWQZPU5Umr63OBgIs9rMO3otoK0UeJEkUWjg9UXbS3dMEXFS7pzpi-NHyVQJ7baRVLPNBuLm-aZGD6w4ZC028hIAMeoAoM7FsSuLk2Pelkg==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yQzRA74G55KoQUgL8WPVQ2J7i_CNPdRFPW5MhCF8lNT2j5YtoGVb6KeeiL819qav6wKjwXpWgg_Yx4WkxUL2xdnfgYPzuxvxvg=&uniplatform=NZKPT	李筠、王立群、刘瑾、丁大民、张大伟、胡兴、林颂植、杨海马	相位敏感光时域反射计（φ-OTDR）技术通过分析瑞利散射信号的变化，实现对光缆沿线振动事件的实时检测，广泛应用于入侵监测、结构健康评估等领域。传统的信号处理方法 （如SVM、KNN等）在特征提取及复杂场景分类上存在局限，而单一深度学习模型在长时序依赖捕捉及噪声干扰方面效果不佳。本文基于φ-OTDR技术，提出了一种融合CNN、LSTM和Transformer模块的深度学习模型，用于分布式光纤振动传感事件的识别。提出的混合模型结合CNN提取局部特征、LSTM建模时序动态、Transformer捕获全局依赖关系，显著提升了识别的精度和鲁棒性。在对6类振动事件的实验中，该模型验证准确率稳定在0.92，验证损失在0.2左右，优于其他对比模型（如TAM+BiLSTM和CNN+CBAM）。研究表明，CNN+LSTM+Transformer通过其全局建模与特征融合优势，能够有效应对复杂场景下的振动信号分类任务，为光纤振动传感技术的应用提供了新的方向。	分布式光纤振动传感;卷积神经网络;长短期记忆网络;注意力机制;φ-OTDR;		
16	期刊	基于双重注意力机制与时空门控融合的风电集群功率短期预测	孟高军	高电压技术	2025-07-16	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibI0GKxOxtK8s5rBlkzGfsgBdG26zMRErSxtL4vMb84ohzHxMRF8a-dR20CefFvz51wYaLZJ7TtnbngTDQ9uxGzS9KJ_Hl635i8w4jUQWdDQJZtdUiTkW58Z8AgDx6jNHgSdhH8L12b9F5S4ZHf6cVM6SqBJ6B1Ggha7XONxv03yXQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTchISXQ1zguc0ssm1uGKAl4KOUbbVFXqdgIAUmq4YQgrGkBot7ANKvdup55cg1fD6BijY3EjsoHj0yOKjJO7_FfktBw723Z4s=&uniplatform=NZKPT	孟高军、吴佳凤、张仰飞、于琳琳、刘海涛	随着全球能源结构向低碳化转型加速，风电并网规模的持续扩大使得其功率波动性与时空耦合特性成为制约电网安全经济运行的一大难题。针对风电集群功率预测中的时空依赖性和风电场间协同机制不明问题，本文提出了一种基于双重注意力机制与时空门控融合的预测方法。首先，利用MIC量化非线性气象特征的隐式影响，结合Pearson矩阵解析风电场间协同关系，有效解耦了风电集群的时空耦合特性。其次，基于注意力强化和抑制参数冗余改进卷积网络，建立时间和通道双重注意力机制的时空双驱动特征提取架构，自适应调整特征权重。最后，设计了时空门控机制模块，增强对时空特征的捕捉能力，有效解决时空特征融合不充分的问题。实验结果表明，所提模型在集群风电场数据集上的预测性能显著优于基线模型，具有较强的泛化能力与应用性。	风电集群;短期功率预测;卷积神经网络;双重注意力机制;时空特性;	10.13336/j.1003-6520.hve.20250447	
17	期刊	应用变换器双分支模块的高光谱影像树种分类深度学习方法	王燕	东北林业大学学报	2025-07-16	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibI0GKxOxtK8s5rBlkzGfsgBf5hqxc3qcKd4edS5YFMh1s5YMMTDsMUwa33TTalRslIIVsNcI4PfLWXovS89o-CzsckwKIajqtKBoXz4BTQ4k88M-Xe7A6Qgyksz2W-jGUoyWNUtWPLVclcS4HFRcu5-3hCa5BzDLOi50q7ojyQ_fw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTchISXQ1zguc0ssm1uGKAl2eTy5XZb49DIzMxEBU4tgBzO3iPbW6f83IbWGapglqldynplsZOT47iB0m1vd_U3rXifSDkz2NM=&uniplatform=NZKPT	王燕、谢俊峰、赵毅力、周仿荣、冉魁、赵志鹏、王雷光	树种分类对生态环境和森林资源管理具有重要作用，由于部分树种具有相似的光谱特征，导致模型易出现分类混淆，细粒度分类面临较大挑战。为了提高树种分类的精度，以高光谱影像为数据源(茶壶实验森林数据集、高峰林场数据集、雄安新区数据集),应用变换器(Transformer)双分支空谱联合网络进行树种分类，该网络由光谱分支、空间分支和变换器组成，光谱分支和空间分支充分利用像素的空间-光谱信息；特征融合部分引入变换器注意力机制，进一步细化特征并提取更多关键特征。结果表明：(1)与传统机器学习方法(支持向量机、随机森林)以及其他深度学习方法相比，在3个高光谱数据集，变换器的双分支空谱联合网络树种分类方法树种分类精度最高，分类精度分别为98.94%、97.82%、96.57%;(2)在不同训练样本比例下，变换器的双分支空谱联合网络树种分类方法获得最高的分类准确率，且准确率变化较小，具有较强的稳定性；(3)变换器注意力机制融入网络中，有效提高了树种分类的精度，且双分支模块的分类性能优于单分支模块。	高光谱遥感;树种分类;卷积神经网络;深度学习;	10.13759/j.cnki.dlxb.2025.09.001	
18	期刊	基于连续小波变换和深度学习的不可靠观测系统的供热管网渗漏识别	叶昭呈	工业安全与环保	2025-07-15	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibI0GKxOxtK8s5rBlkzGfsgBdG26zMRErSzHLohXeq1_sLsqI19rnYiGqvw6XZq0DO0tCp_da1L5LaZoZ-dYsV9vfZH4IWtgSM8ZZqe51i58oecJo7WLanT90ktvt3SNc61yzKmyXd0vd3dcPV217g13BlGGgd2XfIsKEfvGjt0zSQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTchISXQ1zguc0ssm1uGKAl4KOUbbVFXqdgIAUmq4YQgrGkBot7ANKvnhZfOPw4iTHTEG0A0itXkWh0TAPpm6cTjzwJwxF_qVQ=&uniplatform=NZKPT	叶昭呈、李梦诗、季天瑶	为了应对不可靠观测系统中典型的传感器数据丢失问题，利用长短期记忆网络（LSTM）对采样终端的温度信号丢包进行补偿，构建了结合基于连续小波变换（CWT）和卷积神经网络（CNN）的渗漏识别框架，加强了渗漏特征提取能力，实现了渗漏管道的识别，准确率达98.21%，通过与其他常用诊断方法对比，验证了本文所提出方法的有效性。同时建立了含噪声信号的训练集，对模型进行训练，在信噪比为25 dB的噪声下，本文所提方法的识别准确率不低于90%，证明了该方法具有良好的抗噪性，适合在物理系统中进行部署。	供热管网;渗漏点识别;丢包补偿;长短期记忆网络;连续小波变换;卷积神经网络;		
19	期刊	融合注意力机制的CNN-LSTM模型在复杂生产环境中的产能预测研究	孔超	光电子·激光	2025-07-15	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibK4M8_wbsta18RqoLiCuHT0_DeUWw1OlQiaJs75RjZoZqo1kbKFXQHNbZVi5gyXmH4XPCxUvEZ3RWLOuQFOfhqsqONSl_8Pgto37marFaae40huzVIP2sVwS3czyKjuAw22c87d53pNdrZHhHHmeTc2wMzzHI_PsAWvQ4zo3OlOyA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yS8Df1X4ywusk1SsVysL0dm8DFhYxXlOJ_y6wKahML0qYJIrRXOSCLxAwL0GNxPB5H83NYD9xvdA81UHCaamp15Wx4Hlnofyzk=&uniplatform=NZKPT	孔超、周政、王彩平、姚婷、薛永江、宋庆增、张金珠	在复杂的多机台、多任务并行生产环境中，产能预测面临数据量大、时空特征非线性耦合等挑战。现有方法如卷积神经网络、门控循环单元、长短时记忆网络和卷积神经网络-长短期记忆网络混合模型多侧重于单一特征的提取，未能充分挖掘时空特征的关联性，导致模型泛化能力弱、预测精度不足。为此，本文提出一种基于注意力的卷积神经网络-长短期记忆网络Convolutional Neural Networks - Long Short-Term Memory（CNN-LSTM-Attention）混合模型，对某工厂车间2018年至2022年的真实生产数据进行实验研究。实验采用平均精度误差、均方根误差、对称平均绝对百分比误差、和精度等评估指标，结果表明，CNN-LSTM-Attention模型在短周期和长周期预测中均达到了0.9以上的精度，显著优于传统方法，验证了其在实际应用中的可行性与有效性。	产能预测;人工智能;注意力机制;卷积神经网络;长短时记忆网络;		
20	期刊	基于卷积神经网络的飞机尾涡激光雷达探测反演方法	魏志强	激光与光电子学进展	2025-07-15	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibK4M8_wbsta18RqoLiCuHT0_DeUWw1OlQgFwJWjn74A5EubLAuXaXWSk-h5KlSgfT0sF0km6OhXXTfWt1ihXAS21M_U0Zj9NeCZSAkIIUyQuU9XrGRqIcoQwwv16yeQBP2Cjsq4-iMnemYWFeS4-UWP5qSlk22Ts8OknbLqrU8ffQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yS8Df1X4ywusk1SsVysL0dm8DFhYxXlOJ_y6wKahML0qYJIrRXOSCLx6gPQvXw28qKdtmQhW9VoymOtU50SRWcWVCM8qzz46uc=&uniplatform=NZKPT	魏志强、刘锐	针对传统飞机尾涡参数反演方法计算复杂度高、抗干扰能力弱，以及现有深度学习模型参数量大、功能单一的问题，提出一种基于残差卷积神经网络（ResNet18）的尾涡识别与参数反演方法。通过构建尾涡演化模型与激光雷达仿真系统生成数据集，结合残差网络结构降低模型复杂度，并采用迁移学习策略提升模型对实测数据的泛化能力。仿真实验中，模型对风场图和谱宽图的涡核定位均方根误差不超过9m；应用于广州白云机场实测数据时，风场图和谱宽图的涡核定位均方根误差分别为9.87 m、9.30 m和12.10 m、11.82 m，识别存在尾涡的准确率分别为98.98%和98.30%。与VGG16、ResNet50及传统梯度法相比，ResNet18在参数量减少54%-91.5%的情况下，以99.15%的准确率、9.59 m的均方根误差及15.20ms的识别耗时，实现了精度与计算性能的优化平衡。结果表明，该方法通过端到端特征提取与残差结构设计，显著提升了尾涡识别与定位的鲁棒性及实时性，为动态尾涡间隔标准的制定提供了技术支撑。	尾涡特征参数反演;尾涡流场仿真;卷积神经网络;残差神经网络;飞机尾流探测;		
21	期刊	基于卷积神经网络的激光散斑水下湍流强度估计研究	贺锋涛	中国激光	2025-07-15	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibKsZ8cG9a-24aULFzw4CXO8B25_LDLEjn7Adttw0i6Vz61VLq6iKDx4kTNrdCayXclQhOcC9YzhmxCIauMQQ_RXGj8jAl1lR46EyCQslNuhwzZ7HmRjWpT7Y-BNQIGZa1cocYz9irLA9P2J_mbX55Mrp-Lwdg_hjCSkRGVJgqxj_Q==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTcQXff8wV6CTNXutxwNa6exeLAQHcNBP-rVXTn7J4b96vi0osT6Jkk0Z4kBA9wkCi1EakaPzf8c7WWivEy3H1jIsOYg41FIiU=&uniplatform=NZKPT	贺锋涛、刘思琪、张建磊、杨祎、华丹琪、王叶莹、母洺源	随着海洋作业活动日益频繁，对水下光通信技术提出了更高的要求，而海洋湍流现象对水下光通信造成了严重干扰，其中盐度方差耗散率是影响海洋湍流的重要因素。根据这一现状，本文提出基于卷积神经网络（ConvolutionalNeuralNetwork, CNN）的InceptionV4-CBAM-Res-DS模型用于海洋盐度方差耗散率影响下的海洋湍流强度估计。根据修正的Nikishov谱理论，在海水信道中，模拟生成不同强度的水下湍流激光散斑图像数据集。基于InceptionV4-CBAM-Res-DS模型对该数据集进行学习训练，依据训练的最佳模型对水下湍流进行估计。结果表明，在测试集上模型准确率达0.9722。消融实验展示了模型中各模块的重要作用，该模型与其他经典模型对比实验表明其在准确率和稳定性方面具有较大优势。因此本文提出的InceptionV4-CBAM-Res-DS模型，通过数值仿真验证了其对盐度方差耗散率相关散斑特征的提取可行性，为海洋湍流估计提供了具有潜力的理论方法。	卷积神经网络;激光散斑;海洋湍流;海洋盐度方差耗散率;		
22	期刊	基于行人检测与闭环阈值的二维激光SLAM方法	冉莹莹	激光与光电子学进展	2025-07-15	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibKsZ8cG9a-24aULFzw4CXO8B25_LDLEjn4RxIWjbmhpbyFQCmV1lFA6ifbIxxBrwBJSr77W8BpcohX22nDyP6KvSOAdduLa2xoYWKOFseyDeoZp2dcwa6FkNesGd9nFf7fTv9WAkLOWjoPIzUm5vRt4Bz74b7J7YowHDLhTgRCGVQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTcQXff8wV6CTNXutxwNa6exeLAQHcNBP-rVXTn7J4b96vi0osT6JkkuXnmF6iCMiNZOFcb4irltI5WdnzZzNOtpvmkaZ6sRm8=&uniplatform=NZKPT	冉莹莹、徐孝彬、陈子恒、杨坚、骆敏舟	针对室内动态场景下移动机器人SLAM的定位与建图质量退化问题，本文提出一种融合多模态激光特征的行人检测与地图优化方法。首先，基于改进的自适应聚类算法实现单帧二维点云的准确分割，通过多分辨率降采样构建三种尺度的特征表达；其次，融合激光几何特征与回波强度信息，构建多模态特征输入；在此基础上，设计多支路卷积神经网络（CNN）实现行人检测，并在单帧点云中剔除。针对后端优化环节，采用闭环阈值的图优化方法，降低图优化运算量。最后构建人腿数据集并进行模型训练，行人检测准确率达到96.38%，相比随机森林检测方法准确率提高5.63%。在建图实验中地图能够有效消除动态物体残留问题，提升了建图质量。	动态场景;点云;多尺度;激光强度;卷积神经网络;闭环阈值;		
23	期刊	基于机器视觉的激光焊接气孔缺陷智能检测方法	马炜鑫	激光与光电子学进展	2025-07-15	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibKsZ8cG9a-24aULFzw4CXO8B25_LDLEjn4RxIWjbmhpbyFQCmV1lFA6K2N_Xq5HDE_6S2rz6UeefcYGvg3vd1gXrahzyKUEcJFzaSPVSmfy7zp7KCWAGmTEaS8isQpUlxqURLZzFvtHnf7Dc4P0ZeZf6Tt65i7ejwjrFuuTnBPa0A==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTcQXff8wV6CTNXutxwNa6exeLAQHcNBP-rVXTn7J4b96vi0osT6JkkuXnmF6iCMiNZOFcb4irltI5WdnzZzNOtpvmkaZ6sRm8=&uniplatform=NZKPT	马炜鑫、谢冠明、林杰凯、张跃强、朱宪伟、于起峰	针对铝合金在激光焊接过程中产生的气孔缺陷难以检测的问题，提出了一种基于视觉和利用卷积神经网络（CNN）的激光焊接气孔缺陷检测方法。首先，利用搭建的气孔检测平台对获取的原始熔池图像提取匙孔轮廓面积信号；其次，采用滑动窗口法将这些信号与焊缝对齐并进行扫描，对每个滑动窗口内的区域面积信号应用小波包分解（WPD）技术生成时频频谱图；最后，该方法采用预训练的VGG16模型，通过利用WPD提取的信号频谱图作为输入，可在铝合金激光焊接过程中检测气孔。实验结果表明，当焊缝区域存在气孔时，信号频谱图显示出高频成分，而在没有气孔的情况下，信号频谱图主要显示出低频成分。所提方法对频谱图分类精度达到92.81%，能有效识别焊缝中的气孔缺陷，对激光焊接气孔缺陷智能检测具有一定的重要意义。	激光焊接;气孔检测;滑动窗口扫描;熔池匙孔轮廓;卷积神经网络;图像分类;		
24	期刊	SSViM：用于高光谱图像分类的空间光谱Vision Mamba网络	张豪	激光与光电子学进展	2025-07-15	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibLMxFiabs1Cs8VA92pW2JAS8Uqjv673NBRUOe9L356kzcL17cw7Ovz5P8viFhG1ibuvlzw0gWV5h_BQ7T8wpgw3nd5vPYn_LExsmLaPzwT8sOwxfx1q0svQqDLP6vmhHHW9zzMvA6X6rUIlHhNITHfq2buRRZYObBPVsf7BsLlRbw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yQcdRz798aupUd3wJXxAvxeiNB0CxshIGx3QrLDHoFIjxj4L-BRAa56mpxTXdrUGF2ReJX0-VfPWiXo6MD9Hor721R6dw0qp7w=&uniplatform=NZKPT	张豪、陈景霞	近年来，卷积神经网络和Transformer在高光谱图像分类任务中得到了广泛应用。然而，卷积神经网络由于其感受野的限制，难以有效捕获像素间的全局关系特征和长距离上下文信息，导致在后续的分类任务中无法充分利用空间光谱特征，分类精度受到制约。相比之下，Transformer虽然在建模高光谱图像空间光谱特征的长期依赖性方面具有优势，但其二次计算复杂度的问题使得在实际分类任务中仍存在局限性。针对这些问题，本文提出了一种基于VisionMamba的网络模型SSViM。Vision Mamba不仅具备强大的长距离建模能力，还能保持线性计算复杂度。通过在PaviaU、HanChuan和HongHu三个公开的高光谱图像数据集上的实验验证，结果表明该方法有效的提升了高光谱图像的分类性能。	卷积神经网络;Transformer;高光谱图像分类;Vision Mamba;长距离建模;		
25	期刊	清水混凝土外观缺陷的成因与检测方法研究	黄勇贵	广东建材	2025-07-15	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibLMxFiabs1Cs8VA92pW2JASYxmKngSAQuIzq6J-qXCEZHut01SB6c0aJPo5CtVQ6cQM8pEmp8q6Kq2RjDNMVbrRzLb9QtAT0z67fn_pv_4jaE2R9GhQTWSgW5i0Um15e359PtFwiNQvzDB2EnRiyUfBEdkQyTukvcwjCtVfpMlayA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yQcdRz798aupUd3wJXxAvxe2H1-6XxDOvLrvl9MXyv8WW0JcwdnYGwK8uDFEKIiWqliGNPTkCKGw2wspDpm2RNubS69ffz3-kQ=&uniplatform=NZKPT	黄勇贵、陈海燕、徐诗涵	作为一种现代新型绿色建筑材料，清水混凝土因其卓越的性能和优美的外观而受到广泛关注和应用。由于清水混凝土采用自然质感的外表面作为装饰面，它的外观质量要求较高。然而，现有的清水混凝土结构仍然存在不同程度的外观缺陷。因此，对清水混凝土结构进行外观质量评价和缺陷探测至关重要，它不仅直接关系到整个混凝土工程的质量安全，而且具有十分重要的现实意义。为此，本文首先分析了影响清水混凝土外观缺陷的因素及成因，然后综述了清水混凝土外观缺陷检测方法，最后指明了该领域未来的发展方向。	清水混凝土;缺陷检测;卷积神经网络;质量控制;气泡;		
