序号	类型	标题	第一作者	来源	日期	链接	来源链接	所有作者	摘要	关键词	DOI	导师
3109	期刊	高宝湖区4个湖泊浮游植物和底栖动物群落特征和生物评价	刘小维	环境监控与预警	2020-11-30	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXUWRhHuCqHxHT8BnJEdKe0-nNwptJQxK8fdx0ZhWNeL5Xv8gie-XA6wPhSYIZ-sabzkjTZAa7UQo8NxdGNCnys0feGr9Mrc8rr-ZvjXNBjFmRMnZzWvEmZ5Z4Tgr_WvaQtAmVcoQSkMOvVGRSXwDMZ0xqh1VNWnivJffqIEfXRcA1plFP6JODR&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbp9IjqPaZhLYpWSjPGevTnsMLzGeEUDB7OdbYK_97bL3HsVuoa4Qhup6y7W-kHKKYrAo8VLT22GLuXs5LF1zynPojeCkH8uJM=&uniplatform=NZKPT	刘小维、杨洋、殷稼雯、唐晟凯、李大命、潘建林、许浩				
3110	期刊	天津于桥水库嗅味物质来源及变化原因分析	李荣	天津师范大学学报(自然科学版)	2020-11-30	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliW7u1kLOvj13DakNYVvLBOFnPNLc7zexd6O82_JqFtAQQXPCIbxkEwQ0ppNuH4ps4b8wAjdkRxSAAg8jTd42Y8zkDxlaT2f9zWJLZsqlGzioH0CkPNlrhh7Kq6d8x4Of33E6DkCUCjjYY5tfc8erxRLt2O0ESyOBx-uwkXrLT2-fvS8bV3XV3zW&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYts6S1RzoPgUhParWryR9EH4dtN96Icq-DpGGZlnnB7doEtuQKhBwwR3_OnOSh27EZznRonbyaFYXZNk6-J60C19q4KgXwqLs=&uniplatform=NZKPT	李荣、贾霞珍、胡建坤、张旭东、苏晓、何兴东				
3111	期刊	钦州湾海洋环境的富营养化水平评价及其对浮游植物叶绿素a的影响	康建华	海洋开发与管理	2020-11-28	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUSrxo0eJXtOKysZxkIJIlVdULlo5mQ4nfFIR8-pjBac9C3Rlp2VfBBTrU0DwF036JKpMIuPaDjKnbe-TCrjq_oJR7TYpnzqhNMf7fsjsM4y6NbdkcTLd3w6VMEC-29JAhjsk1OqTe7oRSDcl4_yoQHrE5o9seWx2SaaS0nl578HxYit_cgSvkT&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYts6S1RzoPgUhParWryR9EH4dtN96Icq-DpGGZlnnB7doEtuQKhBwwtByBC4bI3ZYJlxFOkuKmSwxBiRCBzUwddCclrHGbw7g=&uniplatform=NZKPT	康建华、林毅力、王雨、蓝文陆				
3112	期刊	饮用水源水中藻类污染物的形成及治理	欧烨强	化工管理	2020-11-21	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUSrxo0eJXtOKysZxkIJIlVdULlo5mQ4ndt3x7z9U0ztQ7zBdVZxOFNZ2dMKHaGmkrgVSkDAWekA99qblwcqQjv0L6_UqqLqaOeQ5Zwvtaf2MhQeVxPm6_3HHPJTc-DoNNcRAs4ips6qB0ApQ-rXwfkB50s2Rkl-YJ0yllf4Pi3piKDXQGs6nM3&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYI0MS40TPvPA7kh0H0VO4y6RxVuG2oDWBuqMLfv-LccAfqaolG2JV4KddzU48xV4y22kx3br0fpsbPycTmj04QqfxGleVDvkk=&uniplatform=NZKPT	欧烨强				
3113	期刊	南四湖浮游植群落与环境因子关系的pCCA分析	胡俊	环境科学与技术	2020-11-19 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliULq8WGbZwy0mlMC7yuiQi2PAG2tGsYZYy0lDVmfOk6LqL1TvlbauQ2OFCphOW6_u1E1rnisSzhpJTzwQyZ6jE2PfRHRKGO1jM-k3peKAWnSr8vWtyJK6_3h8LrCL8KMqkhPXTGeYSCPW4AMH6xV3Ovp4VJMfy06stugoOoGhIrin-_7VogbT1S&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehar4RTBfDl_39OidqXdwQRAHmFEmdAu5wxxY7OTjf65X2GH31RaDc43zAX1CA_ntkpTIfdBGVeHqfsfF0w6mUCWt_1RdXSCX4A=&uniplatform=NZKPT	胡俊、池仕运、胡菊香				
3114	期刊	浙江三门湾秋季浮游植物群落结构特征及其影响因子分析	朱荣	安徽农业科学	2020-11-18	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliULq8WGbZwy0mlMC7yuiQi2PAG2tGsYZYxhiQ7hcL6yF3c-EP25DFU7MCHKScQ2iDwBRlsf6wUoWoHxWe0UIKMz3y4Nviz7poyPXY9NlyD2OR6CyIuEmC3oV3b56QoLFpoQVCZP5GZ49ijW7oQqWKftrv7230JslLdTbwOnf_2g_dyzWDUl3SOY&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehar4RTBfDl_39OidqXdwQRAHmFEmdAu5wxxY7OTjf65X2GH31RaDc43sn3MNKFKeasqV9wtQQEDOZv5PFq6SW2cDipMDdnGQCw=&uniplatform=NZKPT	朱荣、张玉荣、严峻				
3115	期刊	易贡藏布江春季浮游生物群落结构特征初步研究	郝盟	水生态学杂志	2020-11-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWcGzgo6LrYeqmS42R_9dtCxuvB6rAtlrJY-PR0GojPLUzwTWORBSagdRHju-G7ZdE-Pq8f7X86jsy0cI7y2jVFhF_yixiVuCCQ4B-Ex6CaImRKeK4za1WorCOK7LfGMIAyVCRYp-X7nJ_6Y-GLRjJn6YsIP1c4Zxz_u2l3uqjrNPIlKF4v4G46&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaMjOjxPC9GY2t-4rhwDjXIgytCSSu-CDDGC4G-xF9cbKbbnt-lsHkh_5rgwqYqE09y6-BJWHr_8hLso5rw2ncKlT2bBri2aVU=&uniplatform=NZKPT	郝盟、张家波、魏秘、胡子阳、马海鑫				
3116	期刊	2000-2016年渤海赤潮发生规律及影响因素研究	窦勇	水生态学杂志	2020-11-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWcGzgo6LrYeqmS42R_9dtCxuvB6rAtlrJY-PR0GojPLUzwTWORBSagGIOE0fTUMEGc51jiT6HnEr23fRTul-BIGivpS6t0dyd3vFQe9nxJfNqT8MY0ru_dN0-aWNp_R3svP4p4rJONBqDACPBwbkRbPkTw9QqvqMRFuCUF0Br2girZxTP42jHp&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaMjOjxPC9GY2t-4rhwDjXIgytCSSu-CDDGC4G-xF9cbKbbnt-lsHkh_5rgwqYqE09y6-BJWHr_8hLso5rw2ncKlT2bBri2aVU=&uniplatform=NZKPT	窦勇、尚金沛、邵蓬、高金伟、贾旭颖、周文礼				
3117	期刊	黄渤海夏季生物发光强度分布特征及其影响因素分析	李艺师	海洋与湖沼	2020-11-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWuEN8TfEZzOVwDGvAXg2Jp3wrt-32oklpM8pZ-0Smap-8MRI5J4PrK5a5advalhlkY5g1jIiR7cNGaaibnEKMXAx-GNoWiAaypqEfKgEgBdJELkVAh6k4I2UICIkLDzV75vAsIIESMo0krrNI9bkubj4LgtESwBSQV2EqGVc5Oh-ZpbNIgVEJq&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehagbWvygwJ1668NWSC9SOZ3H7e6JEFfX5XPDC4CPTfiH82Mo2LDl1YuoGnnYplT2Zk2KV3OaiA3JMPI2fhSgQKuH6YwTTTS2_4=&uniplatform=NZKPT	李艺师、陈树果、薛程、张亭禄、张雨潇				
3118	期刊	不同紫外波段对中肋骨条藻光合生理特性的影响	朱镕军	海洋科学	2020-11-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWuEN8TfEZzOVwDGvAXg2Jp3wrt-32oklpM8pZ-0Smap6AG9r_oxV2DJX9Q171hZfvR-NHIiqHKnT655YIA2lKvzrETs-tvYvD8AgcItwxmHfeYR8ypv4x4bFW_eTYKK6CZJhigqkj1QQ0kqStEa4HiKTDbQEiaXPit5VgZDmYSEUykB7SZFkIN&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehagbWvygwJ1668NWSC9SOZ3H7e6JEFfX5XPDC4CPTfiH82Mo2LDl1YuE9BBcgzJ8BETJJPb-SqHiN0iSF1dwitaZy1dnvI2AVg=&uniplatform=NZKPT	朱镕军、高嘉钰、吴亚平、徐军田				
3119	期刊	黑潮延伸体区域叶绿素季节变化以及中尺度涡对其影响机制研究	胡松	海洋与湖沼	2020-11-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWp29fBTnkAJSjzzYyQIhxFKgRKUka6BiHnkNCrc644iIyWF3Xkiyyk0SGs41l5bysv-Jvmsy5Sprg13BbIlJyEpppxxJkmJQuHDySjvYmMwtGy9tyM-UtxYGuBFS3tEFXlQnLujm8F0cteKugIBFTCIOC2HiCq7GL9mpYHZjkR1U8N5WOvPayh&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZkzWF9wiECdZbcTLiUu6n-e9DZ8qPlGyvze8MwxPXRwvbkhZBp75WiP_tnyOL5U03BkUx4wrWO_lputdqnRO8FY0cXM22I9ZI=&uniplatform=NZKPT	胡松、李敏华、刘必林、周相乾、余为				
3120	期刊	夏季黄东海硝酸盐垂向扩散通量的分析	吕雯瑾	海洋与湖沼	2020-11-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWp29fBTnkAJSjzzYyQIhxFKgRKUka6BiHnkNCrc644iIyWF3XkiyykcRbcMuEeqahX0ihVcHRom-1KXUZ65Yq-fT5hBsJe_fYnVBCDUdtECQwfk7w2FWaBMulMBH_7DAy7QtVsEo8OpE5MiNIPFlMyfkBgxBEmJBYmzwaJ655BCwO-06LiWLo2&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZkzWF9wiECdZbcTLiUu6n-e9DZ8qPlGyvze8MwxPXRwvbkhZBp75WiP_tnyOL5U03BkUx4wrWO_lputdqnRO8FY0cXM22I9ZI=&uniplatform=NZKPT	吕雯瑾、孙群、王思佳、李伯志				
3121	期刊	温度与溶解态有机磷源对中肋骨条藻生长的影响	张小华	海洋科学	2020-11-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliU5uugzABokZtXjaT4O8JBwtiTIMFywPg5NbhANqe9c4snRnF4E6j9n-vJIpHsWstKMXqMYHMnnL9i_qcC8lGMZlhYU_kNNtGq07T8-Nh2QM5PHks_IUuKSed8JbxmjcXyCzw038fQcK447z8KHYcrfjZiAwqDgf8fwf_JTM50eAeEwezAe9fa7&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjeha5oiQCudNTgIufxj7zx4KT8Tf0u2l1qbbfFkaYlGoBxw2p5VNfpk2Ju5fZWRbvYHV0I2RONMzzrgQ8AYwNteZH9aE0WgojQt8=&uniplatform=NZKPT	张小华、刘东艳				
3122	期刊	南海湖营养盐季节特征及其与叶绿素a的相关性研究	姜庆宏	水生态学杂志	2020-11-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliU5uugzABokZtXjaT4O8JBwtiTIMFywPg6ZqNCdFvSx1ujmx3IIVFE8dPioj6zQXsQoYGRWr9V5bwQnPA6dQXE0TT7x6Sp2spAqS8mDoX6tah6RNjRLsYA5M8LAnp81epjZJ6H06GKcWMVv7hvSO14yEnFyz7Xcq5pZHn-biFcV1qznERh--ZKr&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjeha5oiQCudNTgIufxj7zx4KT8Tf0u2l1qbbfFkaYlGoBxw2p5VNfpk2JcFDOYOVt2uH7KNUbHz3FQgh_sMZB61lvoz7ICjNH_pU=&uniplatform=NZKPT	姜庆宏、潘彤、李卫平、王志超、菅广林、苗春林、张明钰				
3123	期刊	水库拆坝生态健康后评价研究	都兴隆	水利规划与设计	2020-11-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXcM7nMPlMV6zlcTrbfkro4_vb235cHwsDgWTg1goiGTN9sV8x3AJwrfM8TX2XTKao4G-jqRVj8DE7DF_PLIFLpt_RoRxa6xIlwdtI58P4lnxYJ7AvHYwkvl_vrOtkNeR0HdJ7Ad236SozFQBbBzzt0i0IK1gO0DYtZP4Q0lWRzx7NXrUUnvCpr&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehY8aWNx9Tvhswk4f5qxth6qv8K3Q0SfJ571tBnh3hhv08g5v5fzEW429tEp0k0BnSN2m4ySneR9xzChys7dMgtzmSufStNUo9Y=&uniplatform=NZKPT	都兴隆				
3124	期刊	邻苯二甲酸酯对浮游生物的毒性效应研究进展	李欣	水产科学	2020-11-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXcM7nMPlMV6zlcTrbfkro4_vb235cHwsBjguich1XULjJVIRYE3jpnNi2rnZ2AkikrM2uYDuLYnQJNa_VdE-zruFUToXF1f4Y5X6WNm_AUwBP0O3YdlGj47hL8xhzZLpwdUX7UIDkbzamYeCZV7NV_QWCqW6Zt02TzLjuH40KU7--1niXMrjAG&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehY8aWNx9Tvhswk4f5qxth6qv8K3Q0SfJ571tBnh3hhv08g5v5fzEW42tJxbJovuNBVb7hVFY-t0Q1ASSXKYxNPOe8U_R4FRKns=&uniplatform=NZKPT	李欣、申晨晨、魏杰、谢玺				
3125	期刊	全球气候变化下的海洋颗石藻生理生态学响应研究进展	冯媛媛	海洋环境科学	2020-11-14	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXC3HLjxWXA6zBD3CzdhfBTdi53m9FPE4Tx3PorBc63eGxv0TOq8dmOwN82K3u7nIR4u3BfUMA3F1qQCDzfEPkEPDSwy4fC_NEJ8tvWVQQSMam2yAV0AlebAB7zxrExO8ZhQ_ikSVaUQqwSwfUlQURW71aFXYSBNUvQJ1vv0GBv_trLot21YFXG&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZPkjpg8pl9WX6-5GK3GfiONRwe6qACHRW5ncaft2pAyzytnA2tb6jPkWvBBmw_99v09jS8am4mqSsR16h-9d5Mm5VU4eTZjCs=&uniplatform=NZKPT	冯媛媛、席茂年				
3126	期刊	2018年梅山湾营养盐的时空变化及富营养化分析	张美	海洋环境科学	2020-11-14	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXC3HLjxWXA6zBD3CzdhfBTdi53m9FPE4Tx3PorBc63eGxv0TOq8dmOrWSR4LtX2l2Ehd2dBfni50Kl95Q3Q2WILeIYPef1F1WH30XJHBB1f9uRCgSVOm_JTV6t7yCdryZeD0C8MJaCrs2GWJ81u6e3Cc077ad899pR_M9is60Do_gQazs_g63M&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZPkjpg8pl9WX6-5GK3GfiONRwe6qACHRW5ncaft2pAyzytnA2tb6jPkWvBBmw_99v09jS8am4mqSsR16h-9d5Mm5VU4eTZjCs=&uniplatform=NZKPT	张美、毛硕乾、楼巧婷、邵倩文、李璠、林忠洲				
3127	期刊	莱州湾贝类养殖区水质状况调查与评价	刘嘉卓	安徽农业科学	2020-11-08	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVVAfU1jHBc1UXYppkkN_n5vxB6EQw6UHquV_NjjmXwnWRiVpG75EW3lcj6vh2ynPsJGpfvoyiwNm447HoEQ6t-QIZpvJHf0iAJ9s4UyP55Rfv1V8S6M2H2P2_jNQvwlf330VHLzNCP0ZdQJcwpazsQpL4A-OxthUkV05bpD5O19gJ4PynW3jQ1&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbNld-YmDxMdUUcZ_GRA8yEd5KQqtKm9d-Ee68c-R0A__HVjr5pr-EfaEeUzic5L5Rt0SfLRBIhrOJXF_LsqtCcBkxOQGlDNOw=&uniplatform=NZKPT	刘嘉卓、卢钰博、于潇、崔龙波				
3128	期刊	水源水库富营养化趋势分析及预警模型构建	马腾飞	环境科学与技术	2020-11-05 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVVAfU1jHBc1UXYppkkN_n5vxB6EQw6UHpJfpi-JC1ht5qkZP_4OT7bwkUs7SeCt2NAe2sNA0scIjwXB3HOfTmz6_sys9WyBstxUbS_ZJqVdymQWUIXPwLA8IW6rQT-A-ZcbfD19o-drj5AljsSESilzg5Sbx7mtjFMyv4gsepYYIImHTVBdXEY&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbNld-YmDxMdUUcZ_GRA8yEd5KQqtKm9d-Ee68c-R0A__HVjr5pr-Ef97J860AHI_07EcWIBS1egjcR95btRRpLo5qxV0aBXoQ=&uniplatform=NZKPT	马腾飞、罗汉金、李志敏、吴超群、黄莹波、卢新正				
3129	期刊	以鲢、鳙养殖为主的长江中下游武山湖浮游植物群落结构特征	张佳敏	湖泊科学	2020-11-05	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWxi_VGLam4up_se6N_7Gv6Cb8g7Cb_qvQE7LDYfFw9AjUJVIj37MHyBr_awklhWT3nucF2A4WHBhXd_ozpJa1Zg6AzgQPe7J3vuSKPzT3Kj09kZ9M5LNPf8uE9Cp5SXH7LGv96PPcQpIY7S591jEtgelA0jp-xFi_GUwoq8H_0_I5HgWQ0_jEQ&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehamqcCq8_ndpj58x_gYZTgcHbkkUYBkb2hqAs8UQB1v3w92GSN_VTumEJ7Yk0MmNz7GEU9WrjZD1wJYwr6X-xh8Y6bmZo-f12k=&uniplatform=NZKPT	张佳敏、高健、杨诚、张泽慧、潘超、廖明军、赵以军、王和云、杨雨慧				
3130	期刊	喀斯特筑坝河流中生物碳泵效应的碳施肥及对水化学时空变化的影响——以贵州平寨水库及红枫湖为例	韩翠红	湖泊科学	2020-11-05	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWxi_VGLam4up_se6N_7Gv6Cb8g7Cb_qvQE7LDYfFw9AjUJVIj37MHyOpy8fhIguuTyH8o7Ylb3a-VKOgPrmOBY3RfLrnpbPYPNvAobB2NHD3pBDIXsB1EY5RseSGpU82gMNPmLeA1ynltIgi_mygfVVsDyBDtbPK9TJHxcsqAlD6UTzGPEhgSo&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehamqcCq8_ndpj58x_gYZTgcHbkkUYBkb2hqAs8UQB1v3w92GSN_VTumEJ7Yk0MmNz7GEU9WrjZD1wJYwr6X-xh8Y6bmZo-f12k=&uniplatform=NZKPT	韩翠红、孙海龙、魏榆、鲍乾、晏浩				
3131	期刊	湖泊科学  2020年  第32卷  总目次		湖泊科学	2020-11-05	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWjK0UhxTr7XMWLouRpXosMlpRq8GpHiZxav5HhBq3qCU0JQVP0nmZixO3eaIKFTpjkMp0zJaR6e2TxeHqWTm1FgAu6A8E6veBKOIt_xm6kv6Fs3Dny8dmfDCIowxNmX886Dj3Jd2q_sPK8IoV3y8FpttjNCRNq7kGVbQHyIMQ4s13775edPzSv&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaLYoKwez9AoxcXneco2j_MWrymsqR9PgjmQX918f_bMdLfiOP9KV0jVR2h9geBIvv5foxtLWLm06kRjf0mlMhcbApJyYKGTxM=&uniplatform=NZKPT					
3132	期刊	铁对拟柱孢藻(Cylindrospermopsis raciborskii)和角星鼓藻(Staurastrum spp.)季节动态和生长的影响——以广东大沙河水库为例	谭琳	湖泊科学	2020-11-05	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWjK0UhxTr7XMWLouRpXosMlpRq8GpHiZxav5HhBq3qCU0JQVP0nmZiO17OPF9l1M_C7B45HpZI8wzgKRYhzocbnA2IXNGGyn0HxmFre7N1jerfjxQtd96Np90r-AjkRtaHiOtlKzSn6aWB3aCWl2q3ez7HbP3dPoPGMin4ReXL9RQpFq5tPGuv&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaLYoKwez9AoxcXneco2j_MWrymsqR9PgjmQX918f_bMdLfiOP9KV0jVR2h9geBIvv5foxtLWLm06kRjf0mlMhcbApJyYKGTxM=&uniplatform=NZKPT	谭琳、胡润鹏、钟慧君、肖利娟、雷腊梅、韩博平				
3133	期刊	卤虫作为生物饵料传播虾类病原风险的研究进展	王一婷	中国动物检疫	2020-11-03	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXZwcy7LYji0KBT0oiBJcosHg_UObstQIDwXGtpjTXIl7Vua6sjtYGd0PRmlmFKLmQrZV6T5LMNcA7mIZrBssSe405QUnuzde1ktofqGBqmJ6SAMqFJNvk6M8erXdU7HSLJ0L-ljciQfHxMRJ_8bP7VAWWLhdUz7UEaUDgclIMxhbdtvsCUcRnx&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZjulskytqI84sqx8FX2dUFXN2m_ubg2Yq-atXqE3xIQshOJX3Mkjyo-L6I1E2gN0Hoe87jnIB8ovKgMVR_le-SgU0LOwuwYGg=&uniplatform=NZKPT	王一婷、史成银、隋丽英、叶仕根、董宣、黄倢				
3134	期刊	小清河流域夏季浮游植物功能群与环境因子的关系	王汨	水产科技情报	2020-10-29 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWVo66IVVfjLNQCjQCtO9EX6XmsEsikB1mVangwwxID_Md-qNxJqlB4aQU3VynUb4BajaPJrY6l3BfuY9TCzi8Q4-L9vNMpCm3CuckWUD9WHaIwx313z7ydUTKleABQBLTEs-9cfkbo7fQW4ORxbY_TXt9LcFVdeZpknKe3wkrDw--qag5flAxJ&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZ7alHyqfwQBPtwWpnmzWpRcTpgohCDuLECA1TCphCAxSLAKssgL7xvI1tSdO1Z24A8-Rpbf2CATAGkPsoZs3kmJzAyNZPAoRc=&uniplatform=NZKPT	王汨、马思琦、杨柏贺、徐宗学、殷旭旺				
3135	期刊	洞庭湖湿地生态环境健康评价	毛晓茜	四川环境	2020-10-26	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWVo66IVVfjLNQCjQCtO9EX6XmsEsikB1mVangwwxID_BoiOdLBNtXwSRpmwJvpEC7Qw9az6haelDem0OioI2EJe4jPkcQ9YnNVclYSaKwRB3tHdh5bDMrqMJssxUCl1eg8JWNmvo-2bF9sb3VdavPLQ5cyqd9-VthTHp5vQTmUrkqXorD39QXd&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZ7alHyqfwQBPtwWpnmzWpRcTpgohCDuLECA1TCphCAxSLAKssgL7xv9ael1Ii32bcA3X4NmVLptTiiXdv5yYVCttj1N2VQfqk=&uniplatform=NZKPT	毛晓茜				
3136	期刊	闽江建溪流域浮游植物群落结构与评价	李万宝	渔业研究	2020-10-25	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWVo66IVVfjLNQCjQCtO9EX6XmsEsikB1krmH4Jg7_MaJiXYJe99p-wLdBTgDqEBM2RsFNNSrG_dxA2gOZNrTSiTGzsSYMx47bmDFA1hfjdyWCDf0aGdi5FEEKOIrQggGo6xwU17d2LSXEs9OH5Q4QqfFGYEdjTpmGdCoWO2CSmLJqg9sergufK&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZ7alHyqfwQBPtwWpnmzWpRcTpgohCDuLECA1TCphCAxSLAKssgL7xvLrEGQm-Vx8Ev9GXKY8gtkbWPpkOACYwFh3QH-gUyKxE=&uniplatform=NZKPT	李万宝				
3137	期刊	高效液相色谱在鉴定赤潮优势藻中的应用	王磊	渔业研究	2020-10-25	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWc6JkUGNTgfz65m7RTir3ObrQ5APbKmOtfr5Ffcc47nuSH-RhlioJ5BUYNLj1rmIRZ3Ib4E3MI7_sLve5jIpkM5eWLExqt1w6fmqNrA1LVcWqQBfKe7Xpxv5L9ZDh8WM7HuVOjKsPs5x-WL6-oA-AqWVWMqXrA_UFMncK4xhnwnklJajcS0Yrf&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbeq9rTudxLUezjA2Il47GRpaq8OJe2NmEkJAaCwAMSzRT8kP4JkKS5N6Rn5Il-IqoQLTkdZRWsRl6oGNkOvYCylONm_omtCog=&uniplatform=NZKPT	王磊、乔琨				
3138	期刊	东牙溪水库蓝藻水华的应急与长效管控效果	林映津	渔业研究	2020-10-25	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliX1pempl6_PIimlAPupErq9_pKgYziaPDAzoFBiMoSSkKs1Yz1sCiY0TheFXR715SX01WDOouV649UJb3tNHzGQTZFLxbUnkoRmA7GSDMhzOAuK_5xoAphWaa_cQKI6i2qH7HxpaYREe_FOVYTS38OC1RSjdlWac--DY-6Xm-JpeBTyy_Aktr4B&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbeq9rTudxLUezjA2Il47GRpaq8OJe2NmEkJAaCwAMSzRT8kP4JkKS5N6Rn5Il-IqoQLTkdZRWsRl6oGNkOvYCylONm_omtCog=&uniplatform=NZKPT	林映津、曾小妹、陈倩、谢贻冬				
3139	期刊	雷山髭蟾生活水体浮游生物及水质评价	孟立霞	当代畜禽养殖业	2020-10-25	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliX1pempl6_PIimlAPupErq9_pKgYziaPDBYhoO3nCe_F-qNf90aWh4MparW9NbPZttex0Mv2ediBif7naAR_l5KzpJHzO39jhiWGExIMZjH-r3XWyjHFheAqhY9vuVfuCS84Futi4e0kVWcUSUFS7fFZg3TOL_Xnh6aGLnW1VMX8N16TYcPGNJf&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYrKkhFTpMwW-wHYSUFbB8Hkt8tiGlDT06wx_bvJ5oeZ5RBAltEAYZjRjj0iz9dwrSEOvcOkraBxF6nKemOarPW6aDIutYSwe4=&uniplatform=NZKPT	孟立霞、王茂蝶、杨再春				
